Year,Country,ISO3,Antimicrobial,DDD,Sector
2003,"United Kingdom",GBR,"Broad spectrum penicillins",231660433.10,Hospital/Retail
2003,"United Kingdom",GBR,Carbapenems,569430.31,Hospital/Retail
2003,"United Kingdom",GBR,Cephalosporins,26137677.50,Hospital/Retail
2003,"United Kingdom",GBR,Chloramphenicols,22324.70,Hospital/Retail
2003,"United Kingdom",GBR,Fluoroquinolones,23482943.13,Hospital/Retail
2003,"United Kingdom",GBR,Glycopeptides,1186817.25,Hospital/Retail
2003,"United Kingdom",GBR,Glycylcyclines,0.00,Hospital/Retail
2003,"United Kingdom",GBR,Lipopeptides,0.00,Hospital/Retail
2003,"United Kingdom",GBR,Macrolides,71387072.00,Hospital/Retail
2003,"United Kingdom",GBR,Monobactams,18886.39,Hospital/Retail
2003,"United Kingdom",GBR,"Narrow spectrum penicillins",66307336.00,Hospital/Retail
2003,"United Kingdom",GBR,Others,1109831.50,Hospital/Retail
2003,"United Kingdom",GBR,Oxazolidinones,138382.42,Hospital/Retail
2003,"United Kingdom",GBR,Polymyxins,966840.69,Hospital/Retail
2003,"United Kingdom",GBR,Tetracyclines,101272776.00,Hospital/Retail
2003,"United Kingdom",GBR,Trimethoprim,29589668.00,Hospital/Retail
2003,"United States",USA,Aminoglycosides,19330222.00,Hospital/Retail
2003,"United States",USA,"Broad spectrum penicillins",1447103743.44,Hospital/Retail
2003,"United States",USA,Carbapenems,6863918.00,Hospital/Retail
2003,"United States",USA,Cephalosporins,369368754.50,Hospital/Retail
2003,"United States",USA,Chloramphenicols,8836.68,Hospital/Retail
2003,"United States",USA,Fluoroquinolones,337440560.00,Hospital/Retail
2003,"United States",USA,Glycopeptides,9728434.00,Hospital/Retail
2003,"United States",USA,Glycylcyclines,0.00,Hospital/Retail
2003,"United States",USA,Lipopeptides,14738.22,Hospital/Retail
2003,"United States",USA,Macrolides,429199488.00,Hospital/Retail
2003,"United States",USA,Monobactams,447178.13,Hospital/Retail
2003,"United States",USA,"Narrow spectrum penicillins",96527920.00,Hospital/Retail
2003,"United States",USA,Others,3842645.50,Hospital/Retail
2003,"United States",USA,Oxazolidinones,3129976.00,Hospital/Retail
2003,"United States",USA,Polymyxins,791404.06,Hospital/Retail
2003,"United States",USA,Tetracyclines,769061760.00,Hospital/Retail
2003,"United States",USA,Trimethoprim,140401760.00,Hospital/Retail
2003,Uruguay,URY,Aminoglycosides,239439.88,Retail
2003,Uruguay,URY,"Broad spectrum penicillins",5545277.28,Retail
2003,Uruguay,URY,Carbapenems,11819.55,Retail
2003,Uruguay,URY,Cephalosporins,1097577.16,Retail
2003,Uruguay,URY,Chloramphenicols,2192.96,Retail
2003,Uruguay,URY,Fluoroquinolones,1026583.20,Retail
2003,Uruguay,URY,Glycopeptides,18723.39,Retail
2003,Uruguay,URY,Macrolides,1059081.13,Retail
2003,Uruguay,URY,"Narrow spectrum penicillins",160884.52,Retail
2003,Uruguay,URY,Others,6069.32,Retail
2003,Uruguay,URY,Oxazolidinones,0.00,Retail
2003,Uruguay,URY,Polymyxins,0.00,Retail
2003,Uruguay,URY,Tetracyclines,207948.47,Retail
2003,Uruguay,URY,Trimethoprim,328305.97,Retail
2003,"Venezuela ",VEN,Aminoglycosides,1660061.38,Retail
2003,"Venezuela ",VEN,"Broad spectrum penicillins",37739659.31,Retail
2003,"Venezuela ",VEN,Carbapenems,74296.61,Retail
2003,"Venezuela ",VEN,Cephalosporins,11346545.63,Retail
2003,"Venezuela ",VEN,Chloramphenicols,111219.52,Retail
2003,"Venezuela ",VEN,Fluoroquinolones,9667268.02,Retail
2003,"Venezuela ",VEN,Glycopeptides,24141.09,Retail
2003,"Venezuela ",VEN,Glycylcyclines,0.00,Retail
2003,"Venezuela ",VEN,Lipopeptides,0.00,Retail
2003,"Venezuela ",VEN,Macrolides,12481258.00,Retail
2003,"Venezuela ",VEN,Monobactams,2383.94,Retail
2003,"Venezuela ",VEN,"Narrow spectrum penicillins",3339511.50,Retail
2003,"Venezuela ",VEN,Others,132190.81,Retail
2003,"Venezuela ",VEN,Oxazolidinones,1852.25,Retail
2003,"Venezuela ",VEN,Tetracyclines,5950392.50,Retail
2003,"Venezuela ",VEN,Trimethoprim,15504081.00,Retail
2004,"Algeria ",DZA,Aminoglycosides,4742122.00,Retail
2004,"Algeria ",DZA,"Broad spectrum penicillins",118342935.00,Retail
2004,"Algeria ",DZA,Cephalosporins,8410368.75,Retail
2004,"Algeria ",DZA,Chloramphenicols,1122232.63,Retail
2004,"Algeria ",DZA,Fluoroquinolones,1653859.00,Retail
2004,"Algeria ",DZA,Macrolides,18775428.00,Retail
2004,"Algeria ",DZA,"Narrow spectrum penicillins",22948448.00,Retail
2004,"Algeria ",DZA,Others,288609.84,Retail
2004,"Algeria ",DZA,Polymyxins,46.33,Retail
2004,"Algeria ",DZA,Tetracyclines,17204160.00,Retail
2004,"Algeria ",DZA,Trimethoprim,14590924.00,Retail
2004,"Argentina ",ARG,Aminoglycosides,356413.53,Retail
2004,"Argentina ",ARG,"Broad spectrum penicillins",83328845.34,Retail
2004,"Argentina ",ARG,Carbapenems,16508.18,Retail
2004,"Argentina ",ARG,Cephalosporins,8010042.63,Retail
2004,"Argentina ",ARG,Chloramphenicols,133132.25,Retail
2004,"Argentina ",ARG,Fluoroquinolones,8843489.17,Retail
2004,"Argentina ",ARG,Glycopeptides,10946.83,Retail
2004,"Argentina ",ARG,Glycylcyclines,0.00,Retail
2004,"Argentina ",ARG,Lipopeptides,0.00,Retail
2004,"Argentina ",ARG,Macrolides,15221910.00,Retail
2004,"Argentina ",ARG,Monobactams,26.76,Retail
2004,"Argentina ",ARG,"Narrow spectrum penicillins",2551053.75,Retail
2004,"Argentina ",ARG,Others,754188.04,Retail
2004,"Argentina ",ARG,Oxazolidinones,1807.66,Retail
2004,"Argentina ",ARG,Phosphonics,92652.51,Retail
2004,"Argentina ",ARG,Polymyxins,11488.67,Retail
2004,"Argentina ",ARG,Tetracyclines,6342422.50,Retail
2004,"Argentina ",ARG,Trimethoprim,2187804.75,Retail
2004,Australia,AUS,Aminoglycosides,4362827.50,Hospital/Retail
2004,Australia,AUS,"Broad spectrum penicillins",72494972.69,Hospital/Retail
2004,Australia,AUS,Carbapenems,179236.28,Hospital/Retail
2004,Australia,AUS,Cephalosporins,21899215.00,Hospital/Retail
2004,Australia,AUS,Chloramphenicols,114.81,Hospital/Retail
2004,Australia,AUS,Fluoroquinolones,3906019.50,Hospital/Retail
2004,Australia,AUS,Glycopeptides,658598.63,Hospital/Retail
2004,Australia,AUS,Glycylcyclines,0.00,Hospital/Retail
2004,Australia,AUS,Lipopeptides,0.00,Hospital/Retail
2004,Australia,AUS,Macrolides,22961946.00,Hospital/Retail
2004,Australia,AUS,Monobactams,8931.66,Hospital/Retail
2004,Australia,AUS,"Narrow spectrum penicillins",12651003.00,Hospital/Retail
2004,Australia,AUS,Others,449616.31,Hospital/Retail
2004,Australia,AUS,Oxazolidinones,8363.44,Hospital/Retail
2004,Australia,AUS,Polymyxins,148598.67,Hospital/Retail
2004,Australia,AUS,Tetracyclines,45123804.00,Hospital/Retail
2004,Australia,AUS,Trimethoprim,4697204.00,Hospital/Retail
2004,Austria,AUT,Aminoglycosides,684347.44,Hospital/Retail
2004,Austria,AUT,"Broad spectrum penicillins",13785247.63,Hospital/Retail
2004,Austria,AUT,Carbapenems,150899.94,Hospital/Retail
2004,Austria,AUT,Cephalosporins,4640401.81,Hospital/Retail
2004,Austria,AUT,Fluoroquinolones,5974764.13,Hospital/Retail
2004,Austria,AUT,Glycopeptides,100579.15,Hospital/Retail
2004,Austria,AUT,Glycylcyclines,0.00,Hospital/Retail
2004,Austria,AUT,Lipopeptides,0.00,Hospital/Retail
2004,Austria,AUT,Macrolides,8426019.00,Hospital/Retail
2004,Austria,AUT,Monobactams,966.96,Hospital/Retail
2004,Austria,AUT,"Narrow spectrum penicillins",2416966.00,Hospital/Retail
2004,Austria,AUT,Others,139461.03,Hospital/Retail
2004,Austria,AUT,Oxazolidinones,51392.74,Hospital/Retail
2004,Austria,AUT,Phosphonics,21640.76,Hospital/Retail
2004,Austria,AUT,Polymyxins,17176.22,Hospital/Retail
2004,Austria,AUT,Tetracyclines,2768384.75,Hospital/Retail
2004,Austria,AUT,Trimethoprim,1555328.38,Hospital/Retail
2004,Belgium,BEL,Aminoglycosides,411804.72,Hospital/Retail
2004,Belgium,BEL,"Broad spectrum penicillins",46439404.96,Hospital/Retail
2004,Belgium,BEL,Carbapenems,207644.03,Hospital/Retail
2004,Belgium,BEL,Cephalosporins,12377541.69,Hospital/Retail
2004,Belgium,BEL,Chloramphenicols,66525.52,Hospital/Retail
2004,Belgium,BEL,Fluoroquinolones,11346024.06,Hospital/Retail
2004,Belgium,BEL,Glycopeptides,207890.53,Hospital/Retail
2004,Belgium,BEL,Glycylcyclines,0.00,Hospital/Retail
2004,Belgium,BEL,Macrolides,8950260.00,Hospital/Retail
2004,Belgium,BEL,Monobactams,11332.39,Hospital/Retail
2004,Belgium,BEL,"Narrow spectrum penicillins",1799787.88,Hospital/Retail
2004,Belgium,BEL,Others,28445.79,Hospital/Retail
2004,Belgium,BEL,Oxazolidinones,27157.68,Hospital/Retail
2004,Belgium,BEL,Phosphonics,3.44,Hospital/Retail
2004,Belgium,BEL,Polymyxins,11744.33,Hospital/Retail
2004,Belgium,BEL,Tetracyclines,6990100.00,Hospital/Retail
2004,Belgium,BEL,Trimethoprim,1474353.38,Hospital/Retail
2004,"Brazil ",BRA,Aminoglycosides,4067359.50,Hospital/Retail
2004,"Brazil ",BRA,"Broad spectrum penicillins",280048215.42,Hospital/Retail
2004,"Brazil ",BRA,Carbapenems,1280862.63,Hospital/Retail
2004,"Brazil ",BRA,Cephalosporins,40953469.00,Hospital/Retail
2004,"Brazil ",BRA,Chloramphenicols,2019460.13,Hospital/Retail
2004,"Brazil ",BRA,Fluoroquinolones,47374213.13,Hospital/Retail
2004,"Brazil ",BRA,Glycopeptides,621751.00,Hospital/Retail
2004,"Brazil ",BRA,Glycylcyclines,0.00,Hospital/Retail
2004,"Brazil ",BRA,Lipopeptides,0.00,Hospital/Retail
2004,"Brazil ",BRA,Macrolides,52269304.00,Hospital/Retail
2004,"Brazil ",BRA,Monobactams,15132.23,Hospital/Retail
2004,"Brazil ",BRA,"Narrow spectrum penicillins",11739997.00,Hospital/Retail
2004,"Brazil ",BRA,Others,623286.37,Hospital/Retail
2004,"Brazil ",BRA,Oxazolidinones,0.00,Hospital/Retail
2004,"Brazil ",BRA,Polymyxins,0.00,Hospital/Retail
2004,"Brazil ",BRA,Tetracyclines,30357142.00,Hospital/Retail
2004,"Brazil ",BRA,Trimethoprim,49988192.00,Hospital/Retail
2004,Bulgaria,BGR,Aminoglycosides,3889279.75,Hospital/Retail
2004,Bulgaria,BGR,"Broad spectrum penicillins",16186659.44,Hospital/Retail
2004,Bulgaria,BGR,Carbapenems,85275.14,Hospital/Retail
2004,Bulgaria,BGR,Cephalosporins,5818704.50,Hospital/Retail
2004,Bulgaria,BGR,Chloramphenicols,177571.05,Hospital/Retail
2004,Bulgaria,BGR,Fluoroquinolones,5286814.22,Hospital/Retail
2004,Bulgaria,BGR,Glycopeptides,28240.28,Hospital/Retail
2004,Bulgaria,BGR,Glycylcyclines,0.00,Hospital/Retail
2004,Bulgaria,BGR,Lipopeptides,0.00,Hospital/Retail
2004,Bulgaria,BGR,Macrolides,4029409.25,Hospital/Retail
2004,Bulgaria,BGR,Monobactams,0.00,Hospital/Retail
2004,Bulgaria,BGR,"Narrow spectrum penicillins",1308901.13,Hospital/Retail
2004,Bulgaria,BGR,Others,685013.01,Hospital/Retail
2004,Bulgaria,BGR,Oxazolidinones,2123.40,Hospital/Retail
2004,Bulgaria,BGR,Polymyxins,0.00,Hospital/Retail
2004,Bulgaria,BGR,Tetracyclines,6021952.00,Hospital/Retail
2004,Bulgaria,BGR,Trimethoprim,2977259.75,Hospital/Retail
2004,Canada,CAN,Aminoglycosides,796150.56,Hospital/Retail
2004,Canada,CAN,"Broad spectrum penicillins",76751656.83,Hospital/Retail
2004,Canada,CAN,Carbapenems,285295.53,Hospital/Retail
2004,Canada,CAN,Cephalosporins,25891696.75,Hospital/Retail
2004,Canada,CAN,Chloramphenicols,1167.11,Hospital/Retail
2004,Canada,CAN,Fluoroquinolones,32599271.06,Hospital/Retail
2004,Canada,CAN,Glycopeptides,493325.38,Hospital/Retail
2004,Canada,CAN,Glycylcyclines,0.00,Hospital/Retail
2004,Canada,CAN,Lipopeptides,0.00,Hospital/Retail
2004,Canada,CAN,Macrolides,49232236.00,Hospital/Retail
2004,Canada,CAN,"Narrow spectrum penicillins",16389477.00,Hospital/Retail
2004,Canada,CAN,Others,230914.14,Hospital/Retail
2004,Canada,CAN,Oxazolidinones,29704.68,Hospital/Retail
2004,Canada,CAN,Polymyxins,30202.67,Hospital/Retail
2004,Canada,CAN,Tetracyclines,39316788.00,Hospital/Retail
2004,Canada,CAN,Trimethoprim,13138156.00,Hospital/Retail
2004,"Central America",CAM,Aminoglycosides,812165.19,Retail
2004,"Central America",CAM,"Broad spectrum penicillins",18498872.70,Retail
2004,"Central America",CAM,Carbapenems,13723.84,Retail
2004,"Central America",CAM,Cephalosporins,4102752.13,Retail
2004,"Central America",CAM,Chloramphenicols,215170.39,Retail
2004,"Central America",CAM,Fluoroquinolones,4322878.08,Retail
2004,"Central America",CAM,Glycopeptides,7155.15,Retail
2004,"Central America",CAM,Glycylcyclines,0.00,Retail
2004,"Central America",CAM,Macrolides,4660981.00,Retail
2004,"Central America",CAM,Monobactams,0.00,Retail
2004,"Central America",CAM,"Narrow spectrum penicillins",1127492.13,Retail
2004,"Central America",CAM,Others,73619.76,Retail
2004,"Central America",CAM,Oxazolidinones,0.00,Retail
2004,"Central America",CAM,Phosphonics,175791.22,Retail
2004,"Central America",CAM,Tetracyclines,12136744.00,Retail
2004,"Central America",CAM,Trimethoprim,5971861.50,Retail
2004,"Chile ",CHL,Aminoglycosides,148480.97,Retail
2004,"Chile ",CHL,"Broad spectrum penicillins",24582617.05,Retail
2004,"Chile ",CHL,Carbapenems,1323.94,Retail
2004,"Chile ",CHL,Cephalosporins,1726226.45,Retail
2004,"Chile ",CHL,Chloramphenicols,133945.27,Retail
2004,"Chile ",CHL,Fluoroquinolones,5086046.69,Retail
2004,"Chile ",CHL,Glycopeptides,797.20,Retail
2004,"Chile ",CHL,Glycylcyclines,0.00,Retail
2004,"Chile ",CHL,Macrolides,6522983.00,Retail
2004,"Chile ",CHL,Monobactams,7.24,Retail
2004,"Chile ",CHL,"Narrow spectrum penicillins",2669904.75,Retail
2004,"Chile ",CHL,Others,37.87,Retail
2004,"Chile ",CHL,Oxazolidinones,60.26,Retail
2004,"Chile ",CHL,Tetracyclines,3688070.00,Retail
2004,"Chile ",CHL,Trimethoprim,1663741.13,Retail
2004,"China ",CHN,Aminoglycosides,72329688.00,Hospital/Retail
2004,"China ",CHN,"Broad spectrum penicillins",700790344.98,Hospital/Retail
2004,"China ",CHN,Carbapenems,1536011.38,Hospital/Retail
2004,"China ",CHN,Cephalosporins,867504576.00,Hospital/Retail
2004,"China ",CHN,Chloramphenicols,1736507.75,Hospital/Retail
2004,"China ",CHN,Fluoroquinolones,418794824.00,Hospital/Retail
2004,"China ",CHN,Glycopeptides,862129.56,Hospital/Retail
2004,"China ",CHN,Macrolides,435270080.00,Hospital/Retail
2004,"China ",CHN,Monobactams,36184.38,Hospital/Retail
2004,"China ",CHN,"Narrow spectrum penicillins",69716104.00,Hospital/Retail
2004,"China ",CHN,Others,953146.42,Hospital/Retail
2004,"China ",CHN,Phosphonics,2665090.50,Hospital/Retail
2004,"China ",CHN,Polymyxins,37279.98,Hospital/Retail
2004,"China ",CHN,Tetracyclines,38314200.00,Hospital/Retail
2004,"China ",CHN,Trimethoprim,13760420.00,Hospital/Retail
2004,"Colombia ",COL,Aminoglycosides,2403038.75,Retail
2004,"Colombia ",COL,"Broad spectrum penicillins",50090509.13,Retail
2004,"Colombia ",COL,Carbapenems,12230.68,Retail
2004,"Colombia ",COL,Cephalosporins,5671704.78,Retail
2004,"Colombia ",COL,Chloramphenicols,431826.78,Retail
2004,"Colombia ",COL,Fluoroquinolones,9368661.54,Retail
2004,"Colombia ",COL,Glycopeptides,9829.25,Retail
2004,"Colombia ",COL,Glycylcyclines,0.00,Retail
2004,"Colombia ",COL,Macrolides,7416482.00,Retail
2004,"Colombia ",COL,Monobactams,1434.71,Retail
2004,"Colombia ",COL,"Narrow spectrum penicillins",7439917.00,Retail
2004,"Colombia ",COL,Others,353620.42,Retail
2004,"Colombia ",COL,Oxazolidinones,445.29,Retail
2004,"Colombia ",COL,Tetracyclines,13438677.00,Retail
2004,"Colombia ",COL,Trimethoprim,11943794.00,Retail
2004,"Czech Republic",CZE,Aminoglycosides,595317.56,Hospital/Retail
2004,"Czech Republic",CZE,"Broad spectrum penicillins",20004871.65,Hospital/Retail
2004,"Czech Republic",CZE,Carbapenems,78244.18,Hospital/Retail
2004,"Czech Republic",CZE,Cephalosporins,4483691.06,Hospital/Retail
2004,"Czech Republic",CZE,Chloramphenicols,7060.41,Hospital/Retail
2004,"Czech Republic",CZE,Fluoroquinolones,5531018.09,Hospital/Retail
2004,"Czech Republic",CZE,Glycopeptides,41567.47,Hospital/Retail
2004,"Czech Republic",CZE,Glycylcyclines,0.00,Hospital/Retail
2004,"Czech Republic",CZE,Macrolides,8044381.50,Hospital/Retail
2004,"Czech Republic",CZE,Monobactams,476.42,Hospital/Retail
2004,"Czech Republic",CZE,"Narrow spectrum penicillins",6408860.50,Hospital/Retail
2004,"Czech Republic",CZE,Others,308888.97,Hospital/Retail
2004,"Czech Republic",CZE,Oxazolidinones,2783.80,Hospital/Retail
2004,"Czech Republic",CZE,Polymyxins,3516.67,Hospital/Retail
2004,"Czech Republic",CZE,Tetracyclines,10160579.00,Hospital/Retail
2004,"Czech Republic",CZE,Trimethoprim,5111048.50,Hospital/Retail
2004,Denmark,DNK,Aminoglycosides,346023.88,Retail
2004,Denmark,DNK,"Broad spectrum penicillins",6807502.86,Retail
2004,Denmark,DNK,Carbapenems,59456.62,Retail
2004,Denmark,DNK,Cephalosporins,600336.18,Retail
2004,Denmark,DNK,Chloramphenicols,0.00,Retail
2004,Denmark,DNK,Fluoroquinolones,1028385.08,Retail
2004,Denmark,DNK,Glycopeptides,43778.29,Retail
2004,Denmark,DNK,Glycylcyclines,0.00,Retail
2004,Denmark,DNK,Lipopeptides,0.00,Retail
2004,Denmark,DNK,Macrolides,3579785.75,Retail
2004,Denmark,DNK,Monobactams,1457.84,Retail
2004,Denmark,DNK,"Narrow spectrum penicillins",9041974.00,Retail
2004,Denmark,DNK,Others,169580.09,Retail
2004,Denmark,DNK,Oxazolidinones,5230.16,Retail
2004,Denmark,DNK,Polymyxins,41550.00,Retail
2004,Denmark,DNK,Tetracyclines,2632781.75,Retail
2004,Denmark,DNK,Trimethoprim,1459315.13,Retail
2004,"Dominican Republic",DOM,Aminoglycosides,308814.66,Retail
2004,"Dominican Republic",DOM,"Broad spectrum penicillins",7042109.25,Retail
2004,"Dominican Republic",DOM,Carbapenems,491.32,Retail
2004,"Dominican Republic",DOM,Cephalosporins,1124510.73,Retail
2004,"Dominican Republic",DOM,Chloramphenicols,222724.59,Retail
2004,"Dominican Republic",DOM,Fluoroquinolones,1593081.41,Retail
2004,"Dominican Republic",DOM,Glycopeptides,728.34,Retail
2004,"Dominican Republic",DOM,Macrolides,1472807.50,Retail
2004,"Dominican Republic",DOM,Monobactams,0.00,Retail
2004,"Dominican Republic",DOM,"Narrow spectrum penicillins",179747.08,Retail
2004,"Dominican Republic",DOM,Others,98584.05,Retail
2004,"Dominican Republic",DOM,Oxazolidinones,0.00,Retail
2004,"Dominican Republic",DOM,Phosphonics,198812.92,Retail
2004,"Dominican Republic",DOM,Tetracyclines,1506367.50,Retail
2004,"Dominican Republic",DOM,Trimethoprim,1004333.63,Retail
2004,"Ecuador ",ECU,Aminoglycosides,2824374.25,Retail
2004,"Ecuador ",ECU,"Broad spectrum penicillins",26746571.66,Retail
2004,"Ecuador ",ECU,Carbapenems,11837.02,Retail
2004,"Ecuador ",ECU,Cephalosporins,4617186.45,Retail
2004,"Ecuador ",ECU,Chloramphenicols,1521822.13,Retail
2004,"Ecuador ",ECU,Fluoroquinolones,6634658.38,Retail
2004,"Ecuador ",ECU,Glycopeptides,1368.42,Retail
2004,"Ecuador ",ECU,Glycylcyclines,0.00,Retail
2004,"Ecuador ",ECU,Macrolides,5389542.50,Retail
2004,"Ecuador ",ECU,Monobactams,57.34,Retail
2004,"Ecuador ",ECU,"Narrow spectrum penicillins",2376583.75,Retail
2004,"Ecuador ",ECU,Others,302532.13,Retail
2004,"Ecuador ",ECU,Oxazolidinones,144.61,Retail
2004,"Ecuador ",ECU,Phosphonics,184560.23,Retail
2004,"Ecuador ",ECU,Tetracyclines,3956943.75,Retail
2004,"Ecuador ",ECU,Trimethoprim,8091326.50,Retail
2004,"Egypt ",EGY,Aminoglycosides,11485362.00,Retail
2004,"Egypt ",EGY,"Broad spectrum penicillins",187146916.00,Retail
2004,"Egypt ",EGY,Carbapenems,16574.11,Retail
2004,"Egypt ",EGY,Cephalosporins,49770578.00,Retail
2004,"Egypt ",EGY,Chloramphenicols,3898962.50,Retail
2004,"Egypt ",EGY,Fluoroquinolones,19885907.30,Retail
2004,"Egypt ",EGY,Glycopeptides,4835.44,Retail
2004,"Egypt ",EGY,Macrolides,20261650.00,Retail
2004,"Egypt ",EGY,Monobactams,299.17,Retail
2004,"Egypt ",EGY,"Narrow spectrum penicillins",1367743.88,Retail
2004,"Egypt ",EGY,Others,4570919.17,Retail
2004,"Egypt ",EGY,Oxazolidinones,0.00,Retail
2004,"Egypt ",EGY,Polymyxins,245160.02,Retail
2004,"Egypt ",EGY,Tetracyclines,26392418.00,Retail
2004,"Egypt ",EGY,Trimethoprim,32805642.00,Retail
2004,Estonia,EST,Aminoglycosides,319154.38,Hospital/Retail
2004,Estonia,EST,"Broad spectrum penicillins",2096503.05,Hospital/Retail
2004,Estonia,EST,Carbapenems,11832.67,Hospital/Retail
2004,Estonia,EST,Cephalosporins,525756.13,Hospital/Retail
2004,Estonia,EST,Fluoroquinolones,591290.33,Hospital/Retail
2004,Estonia,EST,Glycopeptides,2165.19,Hospital/Retail
2004,Estonia,EST,Macrolides,704200.69,Hospital/Retail
2004,Estonia,EST,Monobactams,0.00,Hospital/Retail
2004,Estonia,EST,"Narrow spectrum penicillins",276355.34,Hospital/Retail
2004,Estonia,EST,Others,181.10,Hospital/Retail
2004,Estonia,EST,Oxazolidinones,0.00,Hospital/Retail
2004,Estonia,EST,Polymyxins,0.00,Hospital/Retail
2004,Estonia,EST,Tetracyclines,1418946.00,Hospital/Retail
2004,Estonia,EST,Trimethoprim,355753.09,Hospital/Retail
2004,Finland,FIN,Aminoglycosides,125216.59,Hospital/Retail
2004,Finland,FIN,"Broad spectrum penicillins",5522145.84,Hospital/Retail
2004,Finland,FIN,Carbapenems,119728.09,Hospital/Retail
2004,Finland,FIN,Cephalosporins,4044110.88,Hospital/Retail
2004,Finland,FIN,Fluoroquinolones,2582984.20,Hospital/Retail
2004,Finland,FIN,Glycopeptides,93865.59,Hospital/Retail
2004,Finland,FIN,Glycylcyclines,0.00,Hospital/Retail
2004,Finland,FIN,Lipopeptides,0.00,Hospital/Retail
2004,Finland,FIN,Macrolides,3544933.25,Hospital/Retail
2004,Finland,FIN,Monobactams,758.90,Hospital/Retail
2004,Finland,FIN,"Narrow spectrum penicillins",3729931.50,Hospital/Retail
2004,Finland,FIN,Others,35335.34,Hospital/Retail
2004,Finland,FIN,Oxazolidinones,10267.51,Hospital/Retail
2004,Finland,FIN,Tetracyclines,5638608.00,Hospital/Retail
2004,Finland,FIN,Trimethoprim,4589556.00,Hospital/Retail
2004,France,FRA,Aminoglycosides,7895848.00,Hospital/Retail
2004,France,FRA,"Broad spectrum penicillins",293015487.84,Hospital/Retail
2004,France,FRA,Carbapenems,849915.88,Hospital/Retail
2004,France,FRA,Cephalosporins,137410257.00,Hospital/Retail
2004,France,FRA,Chloramphenicols,15346.94,Hospital/Retail
2004,France,FRA,Fluoroquinolones,48289766.75,Hospital/Retail
2004,France,FRA,Glycopeptides,1379600.50,Hospital/Retail
2004,France,FRA,Glycylcyclines,0.00,Hospital/Retail
2004,France,FRA,Lipopeptides,0.00,Hospital/Retail
2004,France,FRA,Macrolides,117831680.00,Hospital/Retail
2004,France,FRA,Monobactams,16052.18,Hospital/Retail
2004,France,FRA,"Narrow spectrum penicillins",15553690.00,Hospital/Retail
2004,France,FRA,Others,9680949.00,Hospital/Retail
2004,France,FRA,Oxazolidinones,54653.40,Hospital/Retail
2004,France,FRA,Phosphonics,46225.54,Hospital/Retail
2004,France,FRA,Polymyxins,498102.38,Hospital/Retail
2004,France,FRA,Tetracyclines,94165304.00,Hospital/Retail
2004,France,FRA,Trimethoprim,9113832.00,Hospital/Retail
2004,"Francophone West Africa",FWA,Aminoglycosides,598380.69,Retail
2004,"Francophone West Africa",FWA,"Broad spectrum penicillins",48280443.75,Retail
2004,"Francophone West Africa",FWA,Carbapenems,50.78,Retail
2004,"Francophone West Africa",FWA,Cephalosporins,3524928.53,Retail
2004,"Francophone West Africa",FWA,Chloramphenicols,2015958.75,Retail
2004,"Francophone West Africa",FWA,Fluoroquinolones,4927188.06,Retail
2004,"Francophone West Africa",FWA,Glycopeptides,0.00,Retail
2004,"Francophone West Africa",FWA,Macrolides,6727633.50,Retail
2004,"Francophone West Africa",FWA,Monobactams,7106.74,Retail
2004,"Francophone West Africa",FWA,"Narrow spectrum penicillins",6613457.50,Retail
2004,"Francophone West Africa",FWA,Others,151563.55,Retail
2004,"Francophone West Africa",FWA,Polymyxins,1652.00,Retail
2004,"Francophone West Africa",FWA,Tetracyclines,9484549.00,Retail
2004,"Francophone West Africa",FWA,Trimethoprim,12781799.00,Retail
2004,Germany,DEU,Aminoglycosides,5190825.00,Hospital/Retail
2004,Germany,DEU,"Broad spectrum penicillins",89661388.50,Hospital/Retail
2004,Germany,DEU,Carbapenems,2133618.00,Hospital/Retail
2004,Germany,DEU,Cephalosporins,65283492.50,Hospital/Retail
2004,Germany,DEU,Chloramphenicols,1948.71,Hospital/Retail
2004,Germany,DEU,Fluoroquinolones,61297369.50,Hospital/Retail
2004,Germany,DEU,Glycopeptides,1167405.25,Hospital/Retail
2004,Germany,DEU,Glycylcyclines,0.00,Hospital/Retail
2004,Germany,DEU,Lipopeptides,0.00,Hospital/Retail
2004,Germany,DEU,Macrolides,86308520.00,Hospital/Retail
2004,Germany,DEU,Monobactams,1657.03,Hospital/Retail
2004,Germany,DEU,"Narrow spectrum penicillins",29424226.00,Hospital/Retail
2004,Germany,DEU,Others,844971.98,Hospital/Retail
2004,Germany,DEU,Oxazolidinones,278967.16,Hospital/Retail
2004,Germany,DEU,Phosphonics,30488.12,Hospital/Retail
2004,Germany,DEU,Polymyxins,174828.67,Hospital/Retail
2004,Germany,DEU,Tetracyclines,62520728.00,Hospital/Retail
2004,Germany,DEU,Trimethoprim,23186158.00,Hospital/Retail
2004,Greece,GRC,Aminoglycosides,499708.97,Retail
2004,Greece,GRC,"Broad spectrum penicillins",44129082.61,Retail
2004,Greece,GRC,Carbapenems,24563.04,Retail
2004,Greece,GRC,Cephalosporins,27087293.00,Retail
2004,Greece,GRC,Chloramphenicols,166.59,Retail
2004,Greece,GRC,Fluoroquinolones,6544208.28,Retail
2004,Greece,GRC,Glycopeptides,32827.09,Retail
2004,Greece,GRC,Glycylcyclines,0.00,Retail
2004,Greece,GRC,Lipopeptides,0.00,Retail
