"","Pathogen","Gradient"
"1","Acinetobacter spp.",1.25001248395856
"2","Acinetobacter spp.",0.93754292158937
"3","Acinetobacter spp.",1.24040247096091
"4","Acinetobacter spp.",0.915268219058037
"5","Acinetobacter spp.",1.5112878686235
"6","Acinetobacter spp.",0.988567452514017
"7","Acinetobacter spp.",0.974473331291223
"8","Acinetobacter spp.",1.26726953619047
"9","Acinetobacter spp.",1.42953838989236
"10","Acinetobacter spp.",1.26772104261258
"11","Acinetobacter spp.",0.810434981389349
"12","Acinetobacter spp.",1.5686534878729
"13","Acinetobacter spp.",1.32251980114609
"14","Acinetobacter spp.",1.15013961355453
"15","Acinetobacter spp.",0.883971873598431
"16","Acinetobacter spp.",0.899826724710655
"17","Acinetobacter spp.",1.32176304489791
"18","Acinetobacter spp.",1.20435793498564
"19","Acinetobacter spp.",1.13383531093471
"20","Acinetobacter spp.",0.399426620185352
"21","Acinetobacter spp.",1.44576469665815
"22","Acinetobacter spp.",0.884665408963958
"23","Acinetobacter spp.",0.923754915330385
"24","Acinetobacter spp.",1.66451765428101
"25","Acinetobacter spp.",0.26647662212949
"26","Acinetobacter spp.",0.803347449918018
"27","Acinetobacter spp.",0.797064036720549
"28","Acinetobacter spp.",1.162753371804
"29","Acinetobacter spp.",1.11235329743626
"30","Acinetobacter spp.",1.39193702196274
"31","Acinetobacter spp.",1.60379244055382
"32","Acinetobacter spp.",0.976529598467385
"33","Acinetobacter spp.",0.88342377830392
"34","Acinetobacter spp.",1.26083130888969
"35","Acinetobacter spp.",0.6735057970665
"36","Acinetobacter spp.",1.45948041454553
"37","Acinetobacter spp.",0.684685601151486
"38","Acinetobacter spp.",0.684128299356894
"39","Acinetobacter spp.",1.03657565928335
"40","Acinetobacter spp.",0.432311185955726
"41","Acinetobacter spp.",1.4574051487719
"42","Acinetobacter spp.",1.13898578214477
"43","Acinetobacter spp.",0.781297885836452
"44","Acinetobacter spp.",1.13328510919817
"45","Acinetobacter spp.",0.70845302644681
"46","Acinetobacter spp.",0.880548577951603
"47","Acinetobacter spp.",1.18199974415647
"48","Acinetobacter spp.",0.501115687989436
"49","Acinetobacter spp.",0.498340912297315
"50","Acinetobacter spp.",0.871177026781371
"51","Acinetobacter spp.",1.37364840453526
"52","Acinetobacter spp.",1.54847783617845
"53","Acinetobacter spp.",1.25529485122888
"54","Acinetobacter spp.",1.18726155525029
"55","Acinetobacter spp.",1.25705699175137
"56","Acinetobacter spp.",1.21004124464677
"57","Acinetobacter spp.",0.873735545933888
"58","Acinetobacter spp.",1.57764193069258
"59","Acinetobacter spp.",1.00430904509471
"60","Acinetobacter spp.",1.00259408740787
"61","Acinetobacter spp.",0.963869692324868
"62","Acinetobacter spp.",0.964943465461348
"63","Acinetobacter spp.",0.892922144825529
"64","Acinetobacter spp.",1.10163553467365
"65","Acinetobacter spp.",1.26360322561679
"66","Acinetobacter spp.",1.30061319530382
"67","Acinetobacter spp.",1.42968069716394
"68","Acinetobacter spp.",0.666677913904745
"69","Acinetobacter spp.",1.60149306919952
"70","Acinetobacter spp.",0.66880164332288
"71","Acinetobacter spp.",0.931174698383529
"72","Acinetobacter spp.",0.77224509544414
"73","Acinetobacter spp.",1.15628243030118
"74","Acinetobacter spp.",1.31850878900077
"75","Acinetobacter spp.",0.418626696822987
"76","Acinetobacter spp.",1.00499537048532
"77","Acinetobacter spp.",1.23755665902303
"78","Acinetobacter spp.",0.458532270196188
"79","Acinetobacter spp.",0.733429949427985
"80","Acinetobacter spp.",1.38961231222243
"81","Acinetobacter spp.",1.03426128547135
"82","Acinetobacter spp.",0.966322761803336
"83","Acinetobacter spp.",1.17209104625929
"84","Acinetobacter spp.",1.46299746282501
"85","Acinetobacter spp.",1.19272842113385
"86","Acinetobacter spp.",0.896500799437789
