"","Pathogen","Gradient"
"1","Acinetobacter spp.",0.62064927784825
"2","Acinetobacter spp.",0.319464713268364
"3","Acinetobacter spp.",0.609340432088789
"4","Acinetobacter spp.",0.753230384282625
"5","Acinetobacter spp.",0.529641287668156
"6","Acinetobacter spp.",0.0775663976127334
"7","Acinetobacter spp.",0.111667693331626
"8","Acinetobacter spp.",-0.015920386802175
"9","Acinetobacter spp.",0.528087484102412
"10","Acinetobacter spp.",0.420230941282403
"11","Acinetobacter spp.",0.851657832302021
"12","Acinetobacter spp.",0.584446450792732
"13","Acinetobacter spp.",0.396430459598761
"14","Acinetobacter spp.",0.484173760842321
"15","Acinetobacter spp.",0.369407082778562
"16","Acinetobacter spp.",0.221265155412968
"17","Acinetobacter spp.",0.316209672905881
"18","Acinetobacter spp.",0.610227674515468
"19","Acinetobacter spp.",0.141712118704822
"20","Acinetobacter spp.",0.403627333691407
"21","Acinetobacter spp.",0.518416526007176
"22","Acinetobacter spp.",0.629524848753242
"23","Acinetobacter spp.",0.195021666858509
"24","Acinetobacter spp.",0.391954285459141
"25","Acinetobacter spp.",0.238068724516849
"26","Acinetobacter spp.",0.801736861725434
"27","Acinetobacter spp.",0.399841082358871
"28","Acinetobacter spp.",0.445746107915331
"29","Acinetobacter spp.",0.269548291894944
"30","Acinetobacter spp.",0.458148826853041
"31","Acinetobacter spp.",-0.0441847061546173
"32","Acinetobacter spp.",0.433946892103851
"33","Acinetobacter spp.",-0.0372455412324848
"34","Acinetobacter spp.",0.408665656990254
"35","Acinetobacter spp.",0.257438971210967
"36","Acinetobacter spp.",0.369261632411801
"37","Acinetobacter spp.",0.362582495219057
"38","Acinetobacter spp.",0.415144109501563
"39","Acinetobacter spp.",0.337449432446525
"40","Acinetobacter spp.",0.511136331283617
"41","Acinetobacter spp.",0.431072852329604
"42","Acinetobacter spp.",0.607621406173577
"43","Acinetobacter spp.",0.651357620412202
"44","Acinetobacter spp.",0.622301487722168
"45","Acinetobacter spp.",0.494931020544317
"46","Acinetobacter spp.",0.55154163125621
"47","Acinetobacter spp.",0.189822451508331
"48","Acinetobacter spp.",0.518125863015816
"49","Acinetobacter spp.",0.540743378639316
"50","Acinetobacter spp.",0.31193297431066
"51","Acinetobacter spp.",0.33360933237191
"52","Acinetobacter spp.",0.416865809240577
"53","Acinetobacter spp.",0.349469295228201
"54","Acinetobacter spp.",0.310866386417805
"55","Acinetobacter spp.",0.494231281176736
"56","Acinetobacter spp.",0.408412708735098
"57","Acinetobacter spp.",0.499470538997877
"58","Acinetobacter spp.",0.405926553013445
"59","Acinetobacter spp.",0.657714210371771
"60","Acinetobacter spp.",0.516398471439704
"61","Acinetobacter spp.",0.338492290573285
"62","Acinetobacter spp.",0.408740316188062
"63","Acinetobacter spp.",0.181389401159829
"64","Acinetobacter spp.",0.249805616371533
"65","Acinetobacter spp.",0.0191993602700737
"66","Acinetobacter spp.",0.34510635958086
"67","Acinetobacter spp.",0.55514816512761
"68","Acinetobacter spp.",0.76877603851716
"69","Acinetobacter spp.",0.409527023018879
"70","Acinetobacter spp.",0.603474425075895
"71","Acinetobacter spp.",0.884303514187575
"72","Acinetobacter spp.",0.197588984717752
"73","Acinetobacter spp.",0.428849561556922
"74","Acinetobacter spp.",0.318504284571951
"75","Acinetobacter spp.",0.753807984164671
"76","Acinetobacter spp.",0.300219737059733
"77","Acinetobacter spp.",0.41155047237059
"78","Acinetobacter spp.",0.671236582438904
"79","Acinetobacter spp.",0.475903381191384
"80","Acinetobacter spp.",0.707345624551713
"81","Acinetobacter spp.",0.333097453667162
"82","Acinetobacter spp.",0.568505962393322
"83","Acinetobacter spp.",0.562266936794223
"84","Acinetobacter spp.",0.3083972442629
"85","Acinetobacter spp.",0.322263333105884
"86","Acinetobacter spp.",0.613298589738784
"87","Acinetobacter spp.",0.471265989843712
"88","Acinetobacter spp.",0.710984461244083
"89","Acinetobacter spp.",0.243054703500253
"90","Acinetobacter spp.",0.450099773030832
"91","Acinetobacter spp.",0.197331009353583
"92","Acinetobacter spp.",0.522985019676312
"93","Acinetobacter spp.",0.655164118827033
"94","Acinetobacter spp.",0.544766602544649
"95","Acinetobacter spp.",0.772629818088848
"96","Acinetobacter spp.",0.607510798698062
"97","Acinetobacter spp.",0.166999796332239
"98","Acinetobacter spp.",0.39698136711662
"99","Acinetobacter spp.",0.119060336238927
"100","Acinetobacter spp.",0.511698990986985
"101","Acinetobacter spp.",0.383037587623394
"102","Acinetobacter spp.",0.299319811681172
"103","Acinetobacter spp.",0.511596531020587
"104","Acinetobacter spp.",0.295902245638952
"105","Acinetobacter spp.",0.372850531936259
"106","Acinetobacter spp.",0.451899453233139
"107","Acinetobacter spp.",0.563009305799092
"108","Acinetobacter spp.",0.689937594443818
"109","Acinetobacter spp.",0.579597167655499
"110","Acinetobacter spp.",0.354556716151154
"111","Acinetobacter spp.",0.474933786449924
"112","Acinetobacter spp.",0.299604148208169
"113","Acinetobacter spp.",0.405979289442057
"114","Acinetobacter spp.",0.44804951428741
"115","Acinetobacter spp.",0.0731686539144799
"116","Acinetobacter spp.",0.341769764948456
"117","Acinetobacter spp.",0.863242866850536
"118","Acinetobacter spp.",0.567878174805585
"119","Acinetobacter spp.",0.619198038393271
"120","Acinetobacter spp.",0.233715527348283
"121","Acinetobacter spp.",0.687991064365424
"122","Acinetobacter spp.",0.502384020193202
"123","Acinetobacter spp.",0.448863965126475
"124","Acinetobacter spp.",0.652619411958675
"125","Acinetobacter spp.",0.379496673898164
"126","Acinetobacter spp.",0.404925365798194
"127","Acinetobacter spp.",0.727400763447626
"128","Acinetobacter spp.",0.391926872903423
"129","Acinetobacter spp.",0.301653375199521
"130","Acinetobacter spp.",0.498411437714747
"131","Acinetobacter spp.",0.694805592789382
"132","Acinetobacter spp.",0.790150227933487
"133","Acinetobacter spp.",0.454701085302714
"134","Acinetobacter spp.",0.401538488276274
"135","Acinetobacter spp.",0.298865489492455
"136","Acinetobacter spp.",0.703268407687992
"137","Acinetobacter spp.",0.382287185152152
"138","Acinetobacter spp.",0.441040036366416
"139","Acinetobacter spp.",0.496069157513777
"140","Acinetobacter spp.",0.450577633396164
"141","Acinetobacter spp.",0.441687654691778
"142","Acinetobacter spp.",0.389071249851399
"143","Acinetobacter spp.",0.949858886459004
"144","Acinetobacter spp.",0.446318533169894
"145","Acinetobacter spp.",-0.0102285434849417
"146","Acinetobacter spp.",0.35114433364191
"147","Acinetobacter spp.",0.292764419859298
"148","Acinetobacter spp.",0.396352725496585
"149","Acinetobacter spp.",0.0973018163227015
"150","Acinetobacter spp.",1.11398233024271
"151","Acinetobacter spp.",0.53591583256238
"152","Acinetobacter spp.",0.698751933140083
"153","Acinetobacter spp.",0.580722588405999
"154","Acinetobacter spp.",0.235623374528789
"155","Acinetobacter spp.",0.119133581891189
"156","Acinetobacter spp.",0.236629388264306
"157","Acinetobacter spp.",0.105121911742807
"158","Acinetobacter spp.",0.448349494104811
"159","Acinetobacter spp.",0.282258469082504
"160","Acinetobacter spp.",0.276874103350403
"161","Acinetobacter spp.",0.435056309437966
"162","Acinetobacter spp.",0.578645638426021
"163","Acinetobacter spp.",0.135691740665483
"164","Acinetobacter spp.",0.573449651681464
"165","Acinetobacter spp.",0.267250843435802
"166","Acinetobacter spp.",0.517023619578502
"167","Acinetobacter spp.",0.0567241870859035
